,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1953,56.0,65.3,20.1,159.4,241.1,549.9,444.4,262.8,370.1,243.6,246.0,63.3,2721.9,121.3,420.5,1627.1,552.9
1,arunachal pradesh,1953,56.4,106.9,236.0,214.9,314.9,409.9,512.5,245.3,449.8,,10.4,23.4,,163.3,765.8,1617.5,
2,assam & meghalaya,1953,18.0,13.3,227.3,157.4,377.7,405.5,461.9,284.5,451.5,144.0,5.8,13.1,2559.9,31.3,762.4,1603.4,162.9
3,naga mani mizo tripura,1953,7.4,16.5,98.4,90.0,453.5,570.9,387.0,424.3,443.8,136.2,25.0,8.7,2661.6,23.8,641.9,1825.9,169.9
4,sub himalayan west bengal & sikkim,1953,28.2,10.7,88.1,64.5,253.2,427.7,755.2,315.5,540.7,105.7,0.4,4.1,2594.0,39.0,405.8,2039.1,110.2
5,gangetic west bengal,1953,25.8,14.1,4.8,13.6,61.9,311.1,358.3,343.1,278.5,56.0,38.6,0.0,1505.8,39.9,80.3,1291.0,94.6
6,orissa,1953,39.9,5.9,0.2,13.8,23.7,182.8,318.9,512.1,231.5,59.2,49.8,0.0,1437.7,45.8,37.7,1245.3,109.0
7,jharkhand,1953,35.3,11.0,0.8,7.4,28.5,213.0,440.0,416.2,314.5,23.4,19.3,0.0,1509.4,46.3,36.6,1383.7,42.7
8,bihar,1953,29.7,4.2,8.7,16.7,37.4,224.7,431.8,263.3,342.2,18.4,0.9,0.8,1378.7,33.9,62.7,1262.0,20.2
9,east uttar pradesh,1953,32.4,6.3,1.3,3.4,14.9,138.4,497.5,323.7,243.6,3.6,0.0,1.7,1266.9,38.7,19.6,1203.3,5.3
10,west uttar pradesh,1953,36.9,0.5,0.0,5.9,7.4,64.6,366.8,192.8,85.1,1.1,0.0,0.5,761.8,37.5,13.3,709.4,1.7
11,uttarakhand,1953,118.1,14.8,18.3,34.7,71.2,181.8,617.5,338.9,125.8,9.8,0.0,35.0,1565.8,132.9,124.2,1263.9,44.8
12,haryana delhi & chandigarh,1953,39.5,1.6,0.0,4.1,5.9,58.9,241.0,154.9,48.4,0.9,0.0,6.6,561.9,41.1,10.0,503.3,7.5
13,punjab,1953,47.1,1.5,0.0,8.2,2.2,54.3,262.7,153.3,72.1,0.5,0.4,9.3,611.5,48.6,10.4,542.3,10.2
14,himachal pradesh,1953,149.2,51.9,98.3,86.6,36.9,107.6,390.9,330.3,90.2,11.6,9.3,62.8,1425.7,201.1,221.8,919.1,83.7
15,jammu & kashmir,1953,135.5,46.6,98.6,97.2,29.6,75.4,248.7,257.5,117.5,51.3,16.0,55.8,1229.6,182.0,225.4,699.1,123.1
16,west rajasthan,1953,5.9,0.0,0.0,0.8,6.5,15.7,70.9,180.5,23.6,0.1,0.0,0.3,304.4,5.9,7.3,290.7,0.5
17,east rajasthan,1953,32.3,0.0,0.0,1.4,2.3,59.8,164.3,272.2,50.3,2.2,0.0,1.0,585.9,32.3,3.8,546.6,3.3
18,west madhya pradesh,1953,19.1,0.0,0.0,2.0,1.1,72.6,273.0,304.2,107.1,14.5,0.0,0.1,793.7,19.1,3.1,756.9,14.6
19,east madhya pradesh,1953,16.4,4.8,0.0,7.1,2.0,42.7,408.3,348.0,160.8,16.3,0.0,0.6,1007.1,21.3,9.1,959.8,16.9
20,gujarat region,1953,12.6,0.0,0.0,0.1,0.3,143.6,240.0,552.9,104.5,1.0,0.0,0.4,1055.5,12.6,0.4,1041.0,1.4
21,saurashtra & kutch,1953,6.5,0.3,0.3,0.0,0.0,66.3,112.1,450.3,69.7,1.0,0.0,0.0,706.6,6.8,0.4,698.4,1.0
22,konkan & goa,1953,0.0,0.0,0.0,15.4,0.0,910.3,1321.9,713.3,210.5,156.1,0.2,0.0,3327.8,0.0,15.4,3156.0,156.3
23,madhya maharashtra,1953,1.2,0.0,0.1,24.5,2.0,186.3,216.5,220.2,126.8,116.1,0.0,0.0,893.6,1.2,26.5,749.8,116.1
24,matathwada,1953,0.3,0.0,0.3,15.2,0.4,200.4,217.9,160.6,208.0,88.1,0.0,0.0,891.2,0.3,15.9,786.9,88.1
25,vidarbha,1953,3.9,1.1,0.0,21.4,0.2,138.2,299.4,449.9,173.0,50.7,0.0,0.0,1137.8,5.0,21.6,1060.5,50.7
26,chhattisgarh,1953,24.3,5.1,0.1,22.7,5.8,140.8,421.3,483.6,209.1,55.0,2.4,0.0,1370.2,29.4,28.6,1254.8,57.4
27,coastal andhra pradesh,1953,13.2,0.6,0.0,21.5,43.4,136.7,149.6,190.6,183.7,234.8,15.6,0.3,990.0,13.8,64.9,660.6,250.7
28,telangana,1953,5.1,0.0,3.0,26.8,0.7,224.0,200.9,364.5,269.5,175.8,1.7,0.0,1272.1,5.1,30.5,1058.9,177.5
29,rayalseema,1953,1.2,0.5,0.0,39.2,19.8,63.7,125.2,58.7,141.9,309.4,35.7,0.3,795.7,1.7,59.0,389.5,345.4
30,tamil nadu,1953,13.0,15.8,4.8,97.8,45.8,67.6,111.7,86.2,131.1,278.2,97.1,18.9,968.0,28.8,148.5,396.5,394.2
31,coastal karnataka,1953,0.3,0.0,0.0,48.2,8.6,666.2,1630.1,633.6,160.0,313.4,2.9,0.0,3463.3,0.3,56.8,3089.9,316.3
32,north interior karnataka,1953,0.0,0.0,0.1,38.9,5.8,127.8,192.4,91.6,186.2,248.3,0.0,0.0,891.2,0.0,44.8,598.0,248.4
33,south interior karnataka,1953,0.5,2.2,0.7,71.0,34.4,163.7,368.5,191.5,113.0,307.4,2.6,0.5,1255.9,2.6,106.1,836.8,310.4
34,kerala,1953,13.1,22.6,18.5,132.4,55.4,340.5,1027.6,356.4,100.5,410.5,62.2,5.1,2544.9,35.7,206.3,1825.1,477.8
35,lakshadweep,1953,10.4,40.8,9.3,35.0,15.3,205.8,537.0,69.4,125.5,452.4,95.6,9.7,1606.2,51.2,59.6,937.7,557.7
